Country Name,reduced_cotwo_emi,Year,Value,Indicator Name
Italy,1,2003,3168.52902114021,en_use
Japan,0,2003,3953.18450805681,en_use
"Korea, Rep.",0,2003,4233.4873245883,en_use
Lithuania,1,2003,2709.24975982464,en_use
Luxembourg,1,2003,8549.50291167549,en_use
Latvia,0,2003,1889.95412934258,en_use
Mexico,0,2003,1614.14210406762,en_use
Netherlands,0,2003,5020.38193187406,en_use
Norway,0,2003,5933.21584146703,en_use
New Zealand,0,2003,4197.59386174017,en_use
Poland,0,2003,2375.00613146542,en_use
Portugal,1,2003,2400.7659180705,en_use
Slovak Republic,1,2003,3468.78367297716,en_use
Slovenia,1,2003,3463.52493043909,en_use
Sweden,1,2003,5650.43804975291,en_use
Turkiye,0,2003,1164.6705871763,en_use
United States,1,2003,7794.23553026383,en_use
Australia,0,2004,5652.7633305677,en_use
Austria,1,2004,4007.56990423112,en_use
Belgium,1,2004,5592.98874969209,en_use
Canada,0,2004,8456.03625708374,en_use
Switzerland,1,2004,3530.5783446386,en_use
Chile,0,2004,1717.53829418791,en_use
Colombia,0,2004,624.245166689765,en_use
Costa Rica,0,2004,909.284706546275,en_use
Czechia,1,2004,4460.25993073914,en_use
Germany,0,2004,4114.38992751247,en_use
Denmark,1,2004,3597.17296049994,en_use
Spain,1,2004,3238.50244729409,en_use
Estonia,1,2004,3893.39547172581,en_use
Finland,1,2004,7134.85420908111,en_use
France,1,2004,4300.95453963759,en_use
United Kingdom,1,2004,3694.47859531017,en_use
Greece,1,2004,2711.46678988431,en_use
Hungary,1,2004,2579.29172092696,en_use
Ireland,1,2004,3558.0859413964,en_use
Iceland,0,2004,10524.2507035888,en_use
Israel,0,2004,2821.99691584667,en_use
Italy,1,2004,3169.93264162306,en_use
Japan,0,2004,4078.21054155807,en_use
"Korea, Rep.",0,2004,4332.6677414717,en_use
Lithuania,1,2004,2779.19590177891,en_use
Luxembourg,1,2004,9387.43710365754,en_use
Latvia,0,2004,1961.10461565925,en_use
Mexico,0,2004,1607.91689608508,en_use
Netherlands,0,2004,5085.8857008193,en_use
Norway,0,2004,5769.32670718721,en_use
New Zealand,0,2004,4239.64574923547,en_use
Poland,0,2004,2383.05567968255,en_use
Portugal,1,2004,2462.98505865349,en_use
Slovak Republic,1,2004,3416.24785007483,en_use
Slovenia,1,2004,3571.1948651285,en_use
Sweden,1,2004,5847.3441632658,en_use
Turkiye,0,2004,1190.90866241573,en_use
United States,1,2004,7881.57864206405,en_use
Australia,0,2005,5624.19201932671,en_use
Austria,1,2005,4085.56765095628,en_use
Belgium,1,2005,5555.61578402951,en_use
Canada,0,2005,8422.3010010442,en_use
Switzerland,1,2005,3488.21834810945,en_use
Chile,0,2005,1753.53055035542,en_use
Colombia,0,2005,641.475793764895,en_use
Costa Rica,0,2005,895.697917948269,en_use
Czechia,1,2005,4400.87811285159,en_use
Germany,0,2005,4086.50340728713,en_use
Denmark,1,2005,3487.63191419322,en_use
Spain,1,2005,3251.39713269293,en_use
Estonia,1,2005,3846.3929434777,en_use
Finland,1,2005,6562.02231144836,en_use
France,1,2005,4286.54380286127,en_use
United Kingdom,1,2005,3686.35990480058,en_use
Greece,1,2005,2753.05120068472,en_use
Hungary,1,2005,2731.03970282733,en_use
Ireland,1,2005,3503.64286377074,en_use
Iceland,0,2005,10524.8774997135,en_use
Israel,0,2005,2661.44918543744,en_use
Italy,1,2005,3214.67412061146,en_use
Japan,0,2005,4062.97904878182,en_use
"Korea, Rep.",0,2005,4364.21909084115,en_use
Lithuania,1,2005,2662.80073486213,en_use
Luxembourg,1,2005,9428.81128562768,en_use
Latvia,0,2005,2022.56433025028,en_use
Mexico,0,2005,1694.09392817133,en_use
Netherlands,0,2005,4989.46792952002,en_use
Norway,0,2005,5802.71629019242,en_use
New Zealand,0,2005,4095.14308522219,en_use
Poland,0,2005,2414.16178954549,en_use
Portugal,1,2005,2519.0049251047,en_use
Slovak Republic,1,2005,3504.475593484,en_use
Slovenia,1,2005,3645.83743652754,en_use
Sweden,1,2005,5711.12728266633,en_use
Turkiye,0,2005,1225.70225347707,en_use
United States,1,2005,7846.49968849973,en_use
Australia,0,2006,5778.28181808136,en_use
Austria,1,2006,4078.81222561241,en_use
Belgium,1,2006,5470.49182410472,en_use
Canada,0,2006,8239.94156431421,en_use
Switzerland,1,2006,3619.15163869697,en_use
Chile,0,2006,1807.42357851367,en_use
Colombia,0,2006,665.511745635263,en_use
Costa Rica,0,2006,955.354426459262,en_use
Czechia,1,2006,4491.51613380532,en_use
Germany,0,2006,4204.65468948158,en_use
Denmark,1,2006,3728.17103871206,en_use
Spain,1,2006,3194.08124621219,en_use
Estonia,1,2006,3775.03508289959,en_use
Finland,1,2006,7111.856821567,en_use
France,1,2006,4188.38999858883,en_use
United Kingdom,1,2006,3598.81040619707,en_use
Greece,1,2006,2742.62996079439,en_use
Hungary,1,2006,2713.25708419014,en_use
Ireland,1,2006,3424.16085207967,en_use
Iceland,0,2006,12734.0066231706,en_use
Israel,0,2006,2882.39902462537,en_use
