country,date,Urbanization_rate,Renewable_elec_output,log_CO2_emissions,log_GDP,log_Population,log_Energy_use
Australia,2015,85.701,13.6378410946741,12.863031351052681,27.93243518037949,16.98586801372342,8.609738899321433
Australia,2014,85.602,14.9067122095833,12.84599888551219,28.015329109041005,16.971475847806104,8.582171930407036
Australia,2013,85.502,13.2641083883167,12.869864133220469,28.08673680711703,16.956560183554945,8.606922622094848
Australia,2012,85.402,10.5926533603071,12.888388882611444,28.067758661201758,16.93934866990568,8.62627843843175
Australia,2011,85.3,10.4266522781963,12.885216485377647,27.966565295631437,16.921890470673638,8.656299647623731
Australia,2010,85.182,8.61187962842023,12.889154843664711,27.769817549126582,16.907995198143787,8.66459820328164
Australia,2009,85.063,7.49793425905399,12.883752572465875,27.55711848559742,16.892438136235018,8.676512999065942
Australia,2008,84.943,8.11525755637195,12.867655110849615,27.685615760688957,16.87182980556721,8.693775989045019
Australia,2007,84.822,8.64807246716794,12.859359088164672,27.474376029337783,16.851790692467347,8.677497623459539
Australia,2006,84.7,9.2993077726263,12.832292854875202,27.34122689816164,16.833540725398702,8.662034701019289
Australia,2005,84.582,8.80370663945662,12.818017633974224,27.268174162374667,16.820046217753134,8.635010363259168
Australia,2004,84.463,8.1866501908305,12.81077815398866,27.144335073946596,16.80787331105489,8.640076678616857
Australia,2003,84.343,8.44069886574851,12.77392442439031,26.87117645557759,16.797181330373597,8.6339243823967
Australia,2002,84.222,7.86091882240146,12.775120383872508,26.704146309861304,16.785679403628286,8.63324376719787
Australia,2001,84.1,8.09845495284596,12.753067408051857,26.662461091630693,16.77430401685317,8.610147161203875
Australia,2000,84.235,8.3816185720276,12.735004753071498,26.754354417531147,16.76146433661087,8.645041468911165
Australia,1999,84.37,8.54405358817839,12.717933832915024,26.688520414257333,16.750019608700995,8.638572238268623
Australia,1998,84.503,8.4340500156395,12.69935905255264,26.713916107022012,16.739079851256285,8.627932669383885
Australia,1997,84.636,9.58767572659215,12.637138896479517,26.800088045299887,16.729112504616612,8.612229985743115
Australia,1996,84.767,9.22972782400226,12.612142237567776,26.718079471150503,16.71829210601117,8.597869748439546
Australia,1995,84.898,9.62414281994155,12.578127460585723,26.63179982328821,16.706153556849053,8.546624647724022
Australia,1994,85.028,10.1944738557986,12.542892321787246,26.500306488581096,16.695016215262573,8.537965535789267
Australia,1993,85.157,10.549143571271,12.517292639783193,26.466680165924778,16.6853852908593,8.54829127022317
Australia,1992,85.285,10.066865251436,12.500112588819464,26.50868500383068,16.676489893110393,8.510140008436332
Australia,1991,85.403,10.598201052793,12.486392810518714,26.51006102307167,16.665293916739838,8.502845012059547
Australia,1990,85.433,9.65603064418908,12.481575223137892,26.464409955027378,16.65254769962634,8.529615741834204
Austria,2015,57.715,76.4907792691417,11.054940521106406,26.66861091529631,15.972225591962284,8.243098239986885
Austria,2014,57.526,81.0568683458842,11.035784424899624,26.81589795599253,15.961015668242924,8.233324612362242
Austria,2013,57.336,78.0247869868319,11.09367122222096,26.787495085886952,15.953200252835723,8.273858264029936
Austria,2012,57.147,74.5291806141755,11.08387950104105,26.73796294604928,15.947306380985891,8.26559042408847
Austria,2011,57.115,65.6314234326824,11.131328239212023,26.790962496087424,15.942747006804789,8.274586586366018
Austria,2010,57.399,66.2113227544381,11.155766118013009,26.695229234821287,15.939376198788837,8.307014240354725
Austria,2009,57.683,71.1396947946197,11.073205811857084,26.71911758575379,15.93697225608161,8.242532944000457
Austria,2008,57.966,69.2308884377567,11.166705674935113,26.79181163936253,15.934352724496927,8.302302597121136
Austria,2007,58.249,68.6870289567632,11.173936062944685,26.687322114389808,15.931222310497084,8.299183979278597
Austria,2006,58.532,65.5155251581415,11.213243683122888,26.54121017452255,15.927980845535615,8.313806243204898
Austria,2005,58.813,63.6267774900368,11.241686133346303,26.47930001194963,15.923032868384515,8.315460691561913
Austria,2004,59.094,64.2022341318525,11.235894467891825,26.431895087118825,15.916220196732349,8.296189824330854
Austria,2003,59.375,60.7828287174897,11.218136867546853,26.292654189528527,15.910016066220562,8.287685513609041
Austria,2002,59.655,69.0129476493263,11.147284733927464,26.091085323115006,15.905144727873571,8.236063399987238
Austria,2001,59.934,69.1568277465734,11.126018091954332,26.00904884164946,15.900224923841257,8.232029962480405
Austria,2000,60.213,72.5440090857467,11.059418612556604,26.007938666133814,15.89639693037332,8.180740625971664
Austria,1999,60.491,70.6789505307431,11.051780085325433,26.104356704007433,15.893992264149366,8.18668975653481
Austria,1998,60.768,69.810409586836,11.077116091224896,26.10895241163509,15.892046632860392,8.190800887321709
Austria,1997,61.045,67.9159558229326,11.070149379002952,26.08357323814827,15.890949349317017,8.175098345351614
Austria,1996,61.32,66.8047933699182,11.080662993336626,26.19238427355286,15.88981618337608,8.183514871666905
Austria,1995,61.596,70.5063612309254,11.021696564950796,26.208221608708094,15.888465985208352,8.124033134318987
Austria,1994,61.87,70.8027096006601,10.973172106464371,26.039105009846104,15.886934922794099,8.08193658639401
Austria,1993,62.144,74.067080648615,10.964830556109423,25.972286445281362,15.88308622781321,8.08849570066583
Austria,1992,62.417,72.3963235146879,10.96247504642097,25.996665965131758,15.87483994945066,8.085361133142136
Austria,1991,62.689,65.0624738446822,11.041708299687402,25.881137550724716,15.86383442799677,8.136276221769243
Austria,1990,62.96,66.2021259331386,10.972957635507635,25.838041219364044,15.853850248259242,8.083671562100731
Belgium,2015,97.876,20.8000230056939,11.46265270229458,26.859556816834772,16.23802722130459,8.452929203107091
Belgium,2014,97.833,17.0806411009482,11.411594597142754,27.006261664040004,16.232232759403264,8.457277826820217
Belgium,2013,97.789,14.2093861058371,11.477832859443847,26.9805329907351,16.227793466915436,8.516885805391981
Belgium,2012,97.744,12.8128790384827,11.464539519093574,26.930149941836277,16.223080065899136,8.486009658796668
Belgium,2011,97.698,9.41087918754353,11.477186363965446,26.983478753876682,16.216878430665854,8.535684399730162
Belgium,2010,97.651,6.92080611298797,11.579403978105852,26.900007740885055,16.20386840283515,8.619835014912276
Belgium,2009,97.603,6.05638821459591,11.511979017229832,26.903808586345377,16.194732009761214,8.555948793092407
Belgium,2008,97.555,5.2857638515009,11.577930127447042,26.97194310964225,16.186686014783263,8.604410193133784
Belgium,2007,97.505,3.98272552783109,11.551249622491438,26.87795864407749,16.17878624706899,8.582599438190151
Belgium,2006,97.454,3.49978659837815,11.590650103380627,26.735169673515216,16.171442939454966,8.607306586587933
Belgium,2005,97.403,2.457151524344,11.616935869638237,26.67836397529656,16.16484735793252,8.622744529991525
Belgium,2004,97.35,1.77468495489194,11.638251535827234,26.63464418830499,16.159346801378007,8.629447862621536
Belgium,2003,97.296,1.42650279436579,11.657052648410643,26.48557670966493,16.155018919312916,8.628918087046703
Belgium,2002,97.241,1.40599710893389,11.615944040425646,26.277711136934123,16.150832504636536,8.592619673005617
Belgium,2001,97.186,1.36737133989672,11.68132387639036,26.190254271542393,16.146349816123124,8.63679066652265
Belgium,2000,97.129,1.26128085245189,11.67228199936349,26.190449899556924,16.142910304881834,8.643007565067416
Belgium,1999,97.065,1.01960031667586,11.657159999074286,26.27717742292184,16.14048512555648,8.632967931901515
Belgium,1998,96.996,0.924763935424916,11.690350051151476,26.278271155957526,16.138193234750556,8.631264505211853
Belgium,1997,96.924,0.755191944619257,11.66681068099366,26.25550071241526,16.13605795845335,8.616940632793678
Belgium,1996,96.851,0.746626207777689,11.690648129719156,26.355199341151526,16.13363803984149,8.619293226961423
Belgium,1995,96.777,0.908645736982426,11.648938650397728,26.386315161737215,16.131684108271674,8.569533365083725
Belgium,1994,96.7,0.841031104133668,11.65183835134716,26.22405099477117,16.1295897400983,8.553946753410896
Belgium,1993,96.622,0.723582805274876,11.609228787808345,26.138129010587807,16.126507769666578,8.49765760323777
Belgium,1992,96.542,0.864024646408066,11.629198917334444,26.181921780653283,16.122601384876432,8.525492742744728
Belgium,1991,96.461,0.752957042115023,11.643612441074913,26.072803742434466,16.11854425032258,8.518593152271336
Belgium,1990,96.377,0.789563534968417,11.601976094603408,26.04789279075369,16.11482831903801,8.4786326520474
Canada,2015,81.259,63.011450040254,13.233454203428217,28.0734664909419,17.390787261218673,8.940105439780359
Canada,2014,81.218,62.8249922157553,13.23883266157813,28.221997066559595,17.383184259980037,8.97456823055677
Canada,2013,81.178,63.2980330554908,13.22806195591247,28.24436583011586,17.37317003179511,8.954823260204845
Canada,2012,81.137,63.230561170877,13.21091000862119,28.2344440511,17.362636222291435,8.95345851767114
Canada,2011,81.096,62.3382501312229,13.216529084367563,28.215093463606802,17.351798757381967,8.976209081004809
Canada,2010,80.937,61.396756842691,13.193925611915958,28.111806022457742,17.342044685157695,8.96050996994652
Canada,2009,80.758,62.8503473332841,13.164273547646568,27.949202185993556,17.33093116518916,8.961603198351199
Canada,2008,80.578,61.472527402962,13.21868068624754,28.071203021774707,17.319484088683843,9.011381548745971
Canada,2007,80.396,60.2962722574056,13.256252456051579,28.015480750904743,17.30864537751968,9.01364694344238
Canada,2006,80.213,59.5442882203545,13.200299128541474,27.908095734935312,17.29893883608308,9.016869883889342
Canada,2005,80.122,60.0294267425595,13.215915102942882,27.790678263394295,17.288803242481354,9.038757073287
Canada,2004,80.045,58.4463170880115,13.192669546138807,27.657361383345265,17.27933238007978,9.042754067000624
Canada,2003,79.967,58.915564963989,13.20770182249006,27.52069344729513,17.27001051073153,9.029148923289537
Canada,2002,79.888,59.8864192109229,13.169923070569006,27.357438292418376,17.261018242917007,8.986584596768006
Canada,2001,79.81,58.0326562447014,13.135510375645877,27.328539119372376,17.250170310431866,8.994341440914651
Canada,2000,79.478,60.6003011908929,13.150398884097772,27.336345869378313,17.239308316236258,9.019915664123994
Canada,1999,79.103,61.1837048424289,13.110856425645228,27.24302089925796,17.22999550100664,9.000670042279388
Canada,1998,78.724,60.4060543150615,13.091476862141809,27.175314791385215,17.22186707503794,8.980851390724593
Canada,1997,78.34,62.3509414225941,13.074887838736004,27.20788122483745,17.21356798178106,8.994326795314558
Canada,1996,77.951,63.1060742256021,13.042674290532918,27.169950261004846,17.20363009620037,8.993980615859567
Canada,1995,77.675,61.0040981776948,13.012653416608664,27.130081613136174,17.193176978724065,8.984806271268381
Canada,1994,77.414,60.4004513445858,12.987151945732773,27.086197982104164,17.18282928424035,8.981963856635897
Canada,1993,77.152,61.7223279842591,12.952876226142807,27.08466081756453,17.17187670354948,8.958224451561403
Canada,1992,76.887,61.6792144214931,12.963058805730581,27.11079706215585,17.16088739514591,8.93625677663012
Canada,1991,76.62,61.4104129913602,12.93192803267937,27.14086002294034,17.149050640151703,8.925099358191313
Canada,1990,76.582,62.3787188226728,12.946802594984478,27.113633327113646,17.136623028284554,8.939986273411675
Chile,2015,87.36,43.6043349649144,11.317657260846982,26.21406280813467,16.698640882074773,7.609707313374123
