country,date,CO2_emissions,GDP,Population,Energy_use,Urbanization_rate,Renewable_elec_output
Switzerland,2007,43541.2,490740715594.802,7551117.0,3410.81988267431,73.53,54.9060040036725
Switzerland,2006,45479.3,441634672196.523,7483934.0,3619.15163869697,73.504,51.7268572164285
Switzerland,2005,45850.7,418284865884.998,7437115.0,3488.21834810945,73.478,55.8583813528526
Switzerland,2004,45283.9,403912891033.374,7389625.0,3530.5783446386,73.452,54.4132153761841
Switzerland,2003,44839.5,362075086507.76,7339001.0,3542.06560266172,73.427,54.7247706422018
Switzerland,2002,43573.3,309301422430.386,7284753.0,3553.74025721943,73.401,55.2203467501718
Switzerland,2001,45154.7,286582672434.226,7229854.0,3673.29257271309,73.375,59.3979565988348
Switzerland,2000,43708.8,279216033870.204,7184250.0,3480.59157184118,73.383,57.0004839392656
Switzerland,1999,44528.1,297873643323.126,7143991.0,3547.37289002744,73.438,59.3755915716512
Switzerland,1998,44247.3,303459014346.806,7110001.0,3557.99007623206,73.492,54.8568310220853
Switzerland,1997,42748.3,294788198856.198,7088906.0,3525.89130114012,73.546,56.0169054071493
Switzerland,1996,44006.0,340103959546.926,7071850.0,3473.20630386674,73.6,52.2088496204512
Switzerland,1995,43439.4,352835806342.495,7040687.0,3421.65104058737,73.654,57.4299575889988
Switzerland,1994,42593.0,301375055202.164,6993795.0,3494.44714922299,73.708,60.5732191990217
Switzerland,1993,43452.0,272237527070.926,6938265.0,3490.88655449165,73.762,59.5727900098587
Switzerland,1992,45702.6,279921425828.474,6875364.0,3613.28432938242,73.815,56.9093840032926
Switzerland,1991,45666.8,268901693863.319,6799978.0,3637.19412033392,73.869,57.1637015681035
Switzerland,1990,43326.5,265763573999.424,6715519.0,3627.6928112332,73.926,54.9825429153331
Turkiye,2015,353413.8,864313810469.009,78218479.0,1657.9258591822,73.611,31.9566205597766
Turkiye,2014,341671.5,938934609296.966,77181884.0,1574.73585381772,73.077,20.8871937546386
Turkiye,2013,319088.6,957799120008.32,76147624.0,1535.66771827313,72.531,28.8231717980962
Turkiye,2012,329797.8,880555885492.269,75175827.0,1572.62101020851,71.974,27.2305174199152
Turkiye,2011,318641.2,838785289694.35,74223629.0,1529.24270248225,71.402,25.3268408364684
Turkiye,2010,297814.0,776967266305.53,73142150.0,1458.23315284005,70.825,26.3777887201242
Turkiye,2009,288307.2,649289324627.732,72039206.0,1357.46823750389,70.241,19.5783627291953
Turkiye,2008,287205.0,770449132861.373,71051678.0,1389.28566894648,69.651,17.3477204689091
Turkiye,2007,288967.8,681321124295.914,70158112.0,1425.35886655559,69.053,19.031833700498
Turkiye,2006,261083.6,557076157773.479,69601333.0,1338.36816027647,68.45,25.2536883362923
Turkiye,2005,235003.0,506314717661.655,68704715.0,1225.70225347707,67.84,24.5424683247302
Turkiye,2004,224601.2,408865430220.331,67785075.0,1190.90866241573,67.225,30.7309984206824
Turkiye,2003,219158.6,314595572145.767,66867327.0,1164.6705871763,66.602,25.2943143098996
Turkiye,2002,208107.6,240249071871.106,65988663.0,1124.79175400174,65.974,26.2488408037094
Turkiye,2001,197771.1,201753123806.695,65072018.0,1079.39120621709,65.34,19.8378488490528
Turkiye,2000,216396.5,274294623164.043,64113547.0,1184.72475091731,64.741,24.9387617873553
Turkiye,1999,192651.4,256395932738.435,63185615.0,1115.01198492727,64.223,29.9828237718997
Turkiye,1998,193687.6,275941990764.18,62242204.0,1152.72879797123,63.703,38.334744465061
Turkiye,1997,193428.4,189878399894.643,61277426.0,1149.00629148489,63.179,38.9105096034696
Turkiye,1996,185337.7,181464408820.097,60293786.0,1109.92116169318,62.653,42.9413252935844
Turkiye,1995,168150.5,169319579016.25,59305490.0,1038.16014335266,62.123,41.5655037276659
Turkiye,1994,153823.1,130650447499.071,58310245.0,963.994217482708,61.59,39.2180896566693
Turkiye,1993,155579.5,180415757851.616,57296008.0,992.880935090626,61.055,46.1806308259267
Turkiye,1992,149797.2,159104772991.851,56302037.0,952.481346278821,60.518,39.6260877312821
Turkiye,1991,143796.1,151034731543.624,55321172.0,939.522015187965,59.976,37.8481558941672
Turkiye,1990,139197.9,150655500191.644,54324142.0,970.421530081414,59.203,40.3663347409763
United Kingdom,2015,401075.3,2927911140916.73,65116219.0,2764.51667133806,82.626,24.8400504227664
United Kingdom,2014,415609.0,3064708247921.43,64602298.0,2777.31098667728,82.365,19.2628536831965
United Kingdom,2013,453778.1,2784853502534.29,64128273.0,2987.7005887871,82.102,14.988480137732
United Kingdom,2012,467831.0,2707089726614.64,63700215.0,3042.85987103811,81.837,11.423960176561
United Kingdom,2011,445648.4,2663805834828.07,63258810.0,2972.15306452967,81.57,9.48905310077413
United Kingdom,2010,482646.2,2485482596184.71,62766365.0,3230.61598357655,81.302,6.81281342640788
United Kingdom,2009,466492.5,2412840006231.5,62276270.0,3145.58566208284,81.031,6.76680846273229
United Kingdom,2008,515335.6,2929411764705.88,61806995.0,3361.98051693016,80.757,5.67705220486968
United Kingdom,2007,530502.5,3090510204081.63,61322463.0,3441.64021918037,80.479,5.01029338042756
United Kingdom,2006,542060.8,2708441582336.71,60846820.0,3598.81040619707,80.199,4.60208931703226
United Kingdom,2005,540917.0,2543180000000.0,60401206.0,3686.35990480058,79.915,4.28348161223592
United Kingdom,2004,543075.9,2421525082387.4,59987905.0,3694.47859531017,79.629,3.61303216638809
United Kingdom,2003,543037.1,2054422857142.86,59647577.0,3731.60971819526,79.339,2.68494730240932
United Kingdom,2002,530785.9,1785729916067.15,59370479.0,3685.86948742657,79.047,2.89317333818692
United Kingdom,2001,545262.2,1649827263567.01,59119673.0,3784.92817441666,78.751,2.49733241275421
United Kingdom,2000,530888.2,1665534876683.31,58892514.0,3785.75312644999,78.651,2.66310517529215
United Kingdom,1999,522752.6,1687830448147.55,58682466.0,3784.07408782037,78.591,2.63271731690623
United Kingdom,1998,526000.6,1653694932096.72,58487141.0,3787.10845175352,78.532,2.39532069159381
United Kingdom,1997,524191.2,1560911918795.02,58316954.0,3760.71236505254,78.472,1.98923191477175
United Kingdom,1996,545478.1,1419645865834.63,58166950.0,3879.82278596351,78.413,1.62748022547114
United Kingdom,1995,526808.2,1344240176739.78,58019030.0,3728.96315226228,78.353,2.06653453196948
United Kingdom,1994,535183.2,1140489745944.29,57865745.0,3732.52111417558,78.293,2.13984198089987
United Kingdom,1993,541376.4,1061388722255.55,57718614.0,3713.18581904964,78.232,1.77762579080721
United Kingdom,1992,557885.6,1179659529659.53,57580402.0,3684.72453526809,78.172,2.00566157083539
United Kingdom,1991,570681.6,1142797178130.51,57424897.0,3707.95197072796,78.112,1.65643904503473
United Kingdom,1990,561774.5,1093169389204.55,57247586.0,3597.05162065698,78.14,1.82876744661768
United States,2015,4990703.7,18295019000000.0,320738994.0,6803.99660728499,81.671,13.2285932109672
United States,2014,5107208.6,17608138000000.0,318386329.0,6960.68399657951,81.483,12.9538270902926
United States,2013,5092097.2,16880683000000.0,316059947.0,6905.59863316056,81.299,12.6379191222813
United States,2012,4956053.0,16253970000000.0,313877662.0,6872.02728367462,81.119,12.0073970634651
United States,2011,5173591.2,15599732000000.0,311583481.0,7029.95460147645,80.944,12.2257135163932
United States,2010,5392109.4,15048971000000.0,309327143.0,7161.42655156518,80.772,10.1203551472397
United States,2009,5156424.9,14478067000000.0,306771529.0,7056.78365282718,80.606,10.2918450711157
United States,2008,5558378.9,14769862000000.0,304093966.0,7488.08192070473,80.438,9.00354134718557
United States,2007,5736319.3,14474228000000.0,301231207.0,7758.16598577052,80.269,8.36776393615508
United States,2006,5653081.0,13815583000000.0,298379912.0,7697.65253500041,80.099,9.24463118340514
United States,2005,5753493.2,13039197000000.0,295516599.0,7846.49968849973,79.928,8.57846553445898
United States,2004,5738286.0,12217196000000.0,292805298.0,7881.57864206405,79.757,8.63018553161945
United States,2003,5658992.0,11456450000000.0,290107933.0,7794.23553026383,79.583,8.88937612108964
United States,2002,5593024.4,10929108000000.0,287625193.0,7843.34484914192,79.409,8.6463611778167
United States,2001,5748261.8,10581929000000.0,284968955.0,7827.88632537183,79.234,6.78399231432694
United States,2000,5775807.2,10250952000000.0,282162411.0,8056.86384994775,79.057,8.20599694228722
United States,1999,5609017.3,9631172000000.0,279040000.0,7923.22389263188,78.742,9.06920058095258
United States,1998,5590536.3,9062817000000.0,275854000.0,7803.69760452993,78.377,9.60858498243135
United States,1997,5543349.4,8577552000000.0,272657000.0,7828.58109639584,78.008,10.9778281257659
United States,1996,5273486.3,8073122000000.0,269394000.0,7844.46826581141,77.636,11.5814500482575
United States,1995,5117036.9,7639749000000.0,266278000.0,7763.75510556636,77.257,10.801084989942
United States,1994,5066803.0,7287236000000.0,263126000.0,7757.83082249569,76.875,9.74723552434506
United States,1993,4995209.5,6858559000000.0,259919000.0,7709.49658932206,76.488,10.4843256121149
United States,1992,4879626.1,6520327000000.0,256514000.0,7677.40140109312,76.097,9.91611011689915
United States,1991,4807496.5,6158129000000.0,252981000.0,7631.46780588265,75.701,10.7574142290523
United States,1990,4844517.4,5963144000000.0,249623000.0,7671.7730657832,75.3,11.5286468488794
